token,average_attr
ants,-0.009498125175
plant,-0.009505980997
rac,-0.009514160105
richtlijn,-0.009549058974
cijfers,-0.009557287092
schaal,-0.009568000212
kv,-0.009574670345
lippen,-0.009581932798
zeldzame,-0.009659551084
gecontroleerd,-0.009676824324
yc,-0.009695332497
ecut,-0.00969870761
ack,-0.009703122936
archief,-0.009707467631
vakbond,-0.009716838598
ekend,-0.009718577377
ali,-0.009732122067
tient,-0.009747764096
voetballen,-0.009752640035
kaarsjes,-0.00975906942
oftware,-0.009766859002
allerbeste,-0.009767253185
zat,-0.009767729643
terror,-0.009799363266
racisme,-0.009825123164
zondagavond,-0.00982676819
rother,-0.009844595566
jaar,-0.009855056363
ratie,-0.009877830744
kijkt,-0.009883473715
mini,-0.009887826939
gig,-0.00988910906
lappen,-0.009938744828
recl,-0.009939356707
z,-0.009980256513
mil,-0.01003732103
pop,-0.01004218578
law,-0.01004822832
arief,-0.01008981839
vreden,-0.01012090687
jam,-0.01015715324
luiers,-0.01018494149
lam,-0.01019066286
specifieke,-0.01026227139
soortgelijke,-0.01026372518
organisatie,-0.01028918351
rijpen,-0.01031911559
gl,-0.01040605259
inkomen,-0.01049485232
erts,-0.01051572291
ommigen,-0.01052373927
dimensie,-0.01058773696
wedstrijd,-0.0106028908
eindigt,-0.01060805656
zij,-0.01068108118
bsite,-0.01070242934
kelijk,-0.01070436804
strekking,-0.01077504922
mma,-0.01083440147
raal,-0.01085803006
betaalt,-0.01086762233
speelt,-0.01088847381
sup,-0.01090325136
liegen,-0.01091162647
stem,-0.01092157576
kou,-0.01092603562
kennen,-0.01094339276
virus,-0.01094675343
ingt,-0.01095882701
sch,-0.01100345855
sticker,-0.01100468216
slaaf,-0.01102267019
vriendschap,-0.01104495302
rukking,-0.01107352413
ambiance,-0.01109204814
k,-0.0111292355
verbod,-0.01114980217
geprobeerd,-0.01117047668
voormalige,-0.01118287165
veronder,-0.01119176392
wekker,-0.01120600987
elat,-0.01122048404
verzekeraar,-0.01123942947
beren,-0.01124002255
ondervindt,-0.0112842964
vic,-0.01131004654
20,-0.01134309517
rauw,-0.0113438284
zwarte,-0.01134843821
advocatenkantoor,-0.01137224212
zitter,-0.01141725294
tv,-0.01142909159
leeg,-0.01152055447
ral,-0.01154071372
rode,-0.01156919729
icon,-0.01158969849
mm,-0.01159593031
adviezen,-0.01161068026
betekent,-0.0116213911
lo,-0.01167856396
vt,-0.01170244534
kandidaten,-0.01170657482
bloesem,-0.01172814891
selfie,-0.01174397022
huid,-0.01174960534
schaam,-0.01178452652
suiker,-0.01180623192
aul,-0.01181211518
custom,-0.01181332779
trans,-0.01185226371
optie,-0.01189231616
leren,-0.01189846486
hn,-0.01193074908
omgaan,-0.01194385835
pd,-0.0119475656
wijsheid,-0.01200189814
aardappel,-0.01201032847
spelen,-0.01205601538
action,-0.01206263248
blote,-0.01206677849
file,-0.01207864686
ibet,-0.01208655443
anderen,-0.01211008392
leerlingen,-0.01212150638
zh,-0.0121312032
oel,-0.01216370193
boodschappen,-0.01216616603
kikker,-0.01218120288
aleer,-0.01223676652
ijs,-0.01225890762
success,-0.01227219868
schat,-0.01228445737
starters,-0.01229339465
bedank,-0.01230193954
ding,-0.01232232699
mee,-0.01232897776
aat,-0.01235050937
zoo,-0.01236084104
bus,-0.0123629265
prote,-0.012376762
goals,-0.01239123414
bandje,-0.01239253208
centraal,-0.01239837037
ificatie,-0.01239999756
hemd,-0.01242629054
methodiek,-0.01251029782
wedstrijden,-0.01253221651
olifant,-0.01254173403
aangevraagd,-0.01256498136
ichten,-0.01260504313
ski,-0.01261833764
werknemers,-0.01264984696
pakketten,-0.01270365994
rijtje,-0.01271823421
kosten,-0.01272701717
schreef,-0.0127389757
oppakken,-0.01275977679
zanger,-0.01276984531
ue,-0.01279345222
140,-0.01283383183
systeem,-0.01286205004
cyn,-0.01289420947
examen,-0.01295535009
anna,-0.01296733723
tref,-0.01299622655
eind,-0.01305644338
vierde,-0.01306616096
amine,-0.01306927577
doorheen,-0.01312176418
inn,-0.01314149145
gestart,-0.01318224613
rek,-0.01319215623
bezuinigen,-0.01321551483
pacht,-0.01324057556
hoed,-0.01327678538
impressie,-0.01338430587
politici,-0.01344146207
smacht,-0.01346409973
gebruik,-0.01349326398
iza,-0.01349618752
beleving,-0.0135008553
raaien,-0.01350752078
diep,-0.01352923736
betaalde,-0.01356523763
adres,-0.0135802608
mv,-0.01358764258
vangen,-0.01359735616
ish,-0.01363423451
ontwerp,-0.01369003067
verzekering,-0.01371106692
gelen,-0.01374991424
kn,-0.01375599022
spierpijn,-0.01376740821
aangifte,-0.01377159869
ko,-0.01379350991
ooth,-0.01380185783
account,-0.01381474896
aj,-0.01382012839
verhoog,-0.01383270323
wees,-0.01384328181
olie,-0.01386670202
inrichting,-0.01395239151
aansp,-0.01395252254
energie,-0.01395279387
ambassade,-0.01398518286
wol,-0.01399299929
daarin,-0.01399787981
speelde,-0.01402162015
koelkast,-0.01403844077
vrouw,-0.01407601569
ontwikkeling,-0.01407794662
immers,-0.01409359711
ijt,-0.01414960915
miljoenen,-0.01417855173
politicus,-0.01421237178
pro,-0.01422186934
ivatie,-0.01425966341
usb,-0.01428650226
arbeid,-0.01431439072
columns,-0.01433669584
sl,-0.01434037038
zonsondergang,-0.01436047163
wortel,-0.0143708121
mp,-0.01439891185
back,-0.01440452039
iels,-0.01440686663
aanbod,-0.01443468966
joden,-0.01444890257
blogpost,-0.01446866151
koning,-0.01447493426
linux,-0.01448210794
eler,-0.0144925206
idt,-0.01451008146
kerst,-0.01453412466
kol,-0.01454136893
bekende,-0.01455397997
schoenen,-0.01456434171
euze,-0.01458038017
zowaar,-0.01459024474
dl,-0.01460720218
zalm,-0.01461375505
ogan,-0.01466694855
vy,-0.01470307074
ã©ã©n,-0.01488205754
braziliã«,-0.01488377806
wall,-0.01489262904
shirt,-0.01490521186
dec,-0.0149162868
mexic,-0.01491928846
bordje,-0.01492044702
uitnodiging,-0.01495462749
gens,-0.01496465557
hab,-0.01497159805
hoeken,-0.01498215366
dagelijkse,-0.01499739662
christen,-0.01500088256
uw,-0.0150354658
etjes,-0.01503578792
ya,-0.01507790416
2,-0.01509560573
stukje,-0.01515720692
cha,-0.01519948849
desk,-0.01521124039
beke,-0.01523843012
roeg,-0.01524409838
reacties,-0.01524813753
maat,-0.01527753497
maakt,-0.01528228696
film,-0.0152872061
jet,-0.01528878746
materiaal,-0.01530825999
dame,-0.01534781326
halen,-0.01537000628
bv,-0.01537357827
13,-0.01537845095
zoon,-0.01538034759
fen,-0.01539941877
cd,-0.01542865169
gids,-0.01546893374
motivatie,-0.01547411736
fruit,-0.01550678484
leger,-0.01551815588
g,-0.01552492687
uche,-0.01553414948
w,-0.01553597747
websites,-0.01554026734
staart,-0.01557438076
ary,-0.01558140479
johan,-0.01558200047
ongeloof,-0.0156064108
juni,-0.01560883989
dochter,-0.01561204128
nb,-0.01561785163
ji,-0.01562617971
herrie,-0.0156369824
ifa,-0.0156724087
penalty,-0.01569445486
cade,-0.01570403343
atine,-0.01572239958
oken,-0.0157566607
papa,-0.01576587573
vwo,-0.01576869935
riere,-0.01581686735
pc,-0.01582458981
pistool,-0.01585659012
aro,-0.01586202323
moeilijkste,-0.01588477008
wb,-0.0158852511
oppen,-0.01589839906
oeiende,-0.0159100063
ollywood,-0.0159327779
tre,-0.01597547893
â°,-0.0159955269
zouden,-0.01600375077
wint,-0.01604735781
jaren,-0.01605887946
spot,-0.01606164376
atten,-0.0160701937
fp,-0.01609619707
vriendinnetje,-0.01613057777
betalings,-0.01613444649
kel,-0.01618286083
uitgebreid,-0.01620459184
56,-0.01620696202
volledig,-0.0162219347
update,-0.01625299512
mr,-0.01627830746
geduld,-0.0163208001
eenmaal,-0.01633382589
tl,-0.01634594171
uro,-0.01638363709
fontein,-0.01641917042
uitspraken,-0.01642712951
opvol,-0.01644417504
euge,-0.01647624746
tb,-0.01647772826
ity,-0.01649363246
gepersonaliseerd,-0.01655877568
eed,-0.01659060995
ouderen,-0.01659618504
minister,-0.01674023617
lemma,-0.01678178646
genen,-0.01679428667
bestelling,-0.0168087014
ssd,-0.01684483141
middags,-0.01684893481
xt,-0.01687101972
ser,-0.01690463908
br,-0.01691678424
alisme,-0.01691696156
tas,-0.01693247445
stij,-0.01693855505
scheiden,-0.01696991362
wenkbrauwen,-0.01699520275
discussies,-0.01699883832
kleine,-0.01701032969
immel,-0.01701726764
irm,-0.01701997593
issan,-0.01715871133
vlag,-0.01717866026
orf,-0.01720728353
kat,-0.01723125961
lidl,-0.01726016589
erman,-0.01726744534
utters,-0.01727661118
ossen,-0.01729592768
rabobank,-0.01730286516
trainer,-0.01731014911
part,-0.01738893535
vier,-0.01743411154
inboedel,-0.01745232148
samengevoegd,-0.01745792478
400,-0.0174904482
gebruiken,-0.0175066576
papieren,-0.01751955785
overen,-0.0175232701
voorstel,-0.01754353009
ogether,-0.01754374616
jawel,-0.01756845228
stroomt,-0.01759099402
betekend,-0.01761234691
cookie,-0.01766151749
voor,-0.01766839996
heer,-0.01771387113
viert,-0.0177344624
emmer,-0.01773780957
liep,-0.01775451377
der,-0.01776353078
bre,-0.01776892838
solidariteit,-0.01780097745
ituut,-0.01781534776
dem,-0.0178319872
familie,-0.0178811002
ula,-0.01800029367
ahn,-0.01810009219
???,-0.01819331516
omb,-0.01819431321
activiteiten,-0.01820290556
verbrand,-0.01821937971
sns,-0.01822231896
lid,-0.01829058592
zout,-0.01830120757
ada,-0.0183047615
raining,-0.01831319416
oetst,-0.01833907515
theo,-0.01834055223
opt,-0.01835100912
bedrag,-0.01840115152
eenheid,-0.01841303147
prettig,-0.0184466814
boeken,-0.0184615658
gg,-0.01846210721
na,-0.01848104651
pleiten,-0.01848463342
supermarkten,-0.01850657724
leiding,-0.01851808093
itten,-0.01852038875
daarom,-0.01852090312
glas,-0.01856361205
midden,-0.01862244345
orn,-0.01862768115
context,-0.01863956824
ijst,-0.01871064864
iv,-0.01871882867
eieren,-0.01875076629
gaf,-0.01876364462
i,-0.0187835801
wis,-0.01880207993
t,-0.01882239711
zelfs,-0.01882957032
specialist,-0.01883249171
batterij,-0.01884497105
wasmachine,-0.0188465463
hoof,-0.01887543562
dikke,-0.01895774666
200,-0.01898088469
scheuren,-0.01899516955
wn,-0.01900902158
life,-0.01901465798
uitgekomen,-0.01904072613
kleuren,-0.01909775956
we,-0.01910512001
behorende,-0.01910701022
aan,-0.01911536974
tz,-0.01915824699
fietspad,-0.01919047162
phia,-0.01923449151
vallen,-0.01924464655
p,-0.01924990459
uitbetaald,-0.0192501042
beloften,-0.01926894672
aanbrengen,-0.01926966943
zag,-0.01927081644
etiket,-0.01927840523
aantallen,-0.01928468235
),-0.01931736041
op,-0.01932294399
ots,-0.01935762529
horiz,-0.01937836222
long,-0.01940097474
97,-0.01940874838
az,-0.01941032391
vertrekt,-0.01943773497
annel,-0.01946422644
wijk,-0.01948331617
persconferentie,-0.01948398119
vriezer,-0.01953095943
erde,-0.01957266917
dak,-0.01962116962
ielf,-0.01972053043
sites,-0.01974161156
omet,-0.01976658448
esc,-0.01980873628
analisten,-0.01984106563
rab,-0.0198429646
unter,-0.01987272315
uiken,-0.01987325307
kwast,-0.0199263047
woners,-0.01996961422
5,-0.02006776363
vd,-0.02007081699
verordening,-0.02010671608
ag,-0.02012062641
dij,-0.02014289238
langzaam,-0.02016093908
ruit,-0.0201950185
ms,-0.02021943323
oproept,-0.02026144415
circuit,-0.02026922628
wisten,-0.02027241886
excuses,-0.02030719805
apt,-0.02035274624
kraan,-0.0203559498
plaatsen,-0.02036628003
zitten,-0.02037624213
chec,-0.02039159834
nachten,-0.02045034594
jen,-0.02045946041
asso,-0.02047167253
piet,-0.02053648594
telefoon,-0.02055852932
ee,-0.0205612179
kee,-0.02056398243
rating,-0.02059014328
rijd,-0.02063209191
sd,-0.02070491462
diensten,-0.02070808264
el,-0.02071327011
ansen,-0.02071786782
premie,-0.02073370669
papier,-0.02075637893
label,-0.02076232992
partners,-0.02078490891
guus,-0.02078780159
meisjes,-0.02080244183
provincie,-0.02080949691
dienen,-0.02082275786
haast,-0.02083937824
vo,-0.02091782498
dit,-0.02091877322
wijst,-0.0209495509
emen,-0.02099810424
verkopen,-0.02099965251
elf,-0.02103216886
oren,-0.02106931419
stof,-0.02109486738
acteurs,-0.02111741528
anning,-0.02113077964
voorzitter,-0.0211412183
v,-0.02115951887
adobe,-0.02117488161
opvragen,-0.02126418348
bezoekers,-0.02133823186
46,-0.02134238121
ams,-0.0213522446
dragen,-0.02139242035
ranje,-0.02142562179
vrienden,-0.02143067093
groe,-0.02148995351
drukkerij,-0.02149102387
ge,-0.02149664126
izar,-0.02152260765
uld,-0.02157108082
y,-0.02158358187
emailadres,-0.02160501666
ll,-0.02163333611
gen,-0.02164659875
zaken,-0.02165381347
buren,-0.02167771081
opeten,-0.02170472406
ongedaan,-0.02175754867
67,-0.02176712139
boekje,-0.02178664878
",...",-0.02180124633
uitspraak,-0.0218430059
ber,-0.02185116139
saldo,-0.02185620181
toev,-0.02187100984
gebeurt,-0.02199936123
klas,-0.02200041626
odoxe,-0.0220174659
minuut,-0.02202935319
erse,-0.02203570182
ijlen,-0.02203655685
fi,-0.02204532252
kussens,-0.0221099332
gz,-0.02214709541
maanden,-0.02219686547
way,-0.02220128073
afg,-0.02221721783
fix,-0.02223620936
windows,-0.02224127017
motie,-0.02227426879
hol,-0.02227481295
handvol,-0.02227822877
vant,-0.02228552615
vand,-0.02229140099
journalisten,-0.02229160676
overleven,-0.02231520228
ked,-0.02235443195
ugt,-0.02237285301
drive,-0.0223729834
crimineel,-0.02237992734
oc,-0.02243554077
groep,-0.02245894658
speler,-0.02249177138
(...),-0.02253667451
klagen,-0.02255837619
gun,-0.0226133472
hm,-0.0226698484
waarvoor,-0.02267940063
ruimte,-0.02270452598
rey,-0.02272030497
welzijn,-0.02272781171
middel,-0.02274884759
3,-0.02276685151
gefietst,-0.02281009033
kleden,-0.02283653617
boden,-0.02284723334
centrum,-0.02284970426
ommel,-0.02285533398
aard,-0.02286793874
militairen,-0.02287707292
edia,-0.02288732864
gelopen,-0.02289110189
verh,-0.02289478638
elftal,-0.02290872453
raa,-0.02296130192
zus,-0.02297782546
sterd,-0.02297974378
boel,-0.02301354893
bijn,-0.02302855439
arie,-0.02302997373
zz,-0.02303086533
will,-0.0230833739
je,-0.02332395237
tikt,-0.02333129384
maatje,-0.02334732935
ugen,-0.02335138619
boeit,-0.02335212938
kr,-0.02337230204
soep,-0.02337993681
leerling,-0.02338168398
ift,-0.02338842959
anger,-0.02339122418
eend,-0.0234569485
eringen,-0.02347431704
oute,-0.02351373411
il,-0.02352405251
muiden,-0.02353940904
peren,-0.02358034626
springen,-0.02358337895
ode,-0.02363708899
strip,-0.02374270824
stoel,-0.02381023765
gem,-0.02384359083
inpakken,-0.02384445001
fb,-0.02384529635
actief,-0.02391585903
fran,-0.02393771708
aangeduid,-0.02398324199
cadeau,-0.02399082715
aanpak,-0.02402171333
boe,-0.02409657394
europa,-0.02412889895
brak,-0.0241575418
ner,-0.02416569437
slikken,-0.02430326678
70,-0.02430331813
onderwerp,-0.02430813853
ijder,-0.02431693859
aanschaffen,-0.02432893054
aakt,-0.02433477179
okkum,-0.02433842607
pte,-0.02437913418
broodje,-0.02439763467
bal,-0.02440773075
roep,-0.02443474355
mn,-0.02444055324
acken,-0.02449700236
automobilisten,-0.02453668416
vc,-0.02460757876
twaalf,-0.02469637059
wachter,-0.02470208891
michel,-0.02470686697
bloemen,-0.02475163955
renk,-0.02477303334
un,-0.02481525618
ueel,-0.02482079466
ulpen,-0.02484408021
ontwerpen,-0.02485458553
ontstaat,-0.02486395463
axi,-0.02488216734
sg,-0.02488575107
tw,-0.02493708586
parkeerplaats,-0.0249716742
auty,-0.02498202957
dekker,-0.0249980092
eerste,-0.02501788196
down,-0.02503112828
canvas,-0.02505704388
afval,-0.02507802444
dy,-0.02508549802
frank,-0.02518597287
zicht,-0.02520174906
14,-0.02521554909
ins,-0.02522789159
inten,-0.02523459122
16,-0.0253272815
prim,-0.02532902174
volop,-0.02534072055
stopt,-0.02534565236
zaal,-0.02536389022
meeneemt,-0.02540910058
7,-0.02540953533
ana,-0.02542000834
directie,-0.02542033233
mbo,-0.02545107563
uj,-0.02551998571
furt,-0.02552383207
verteller,-0.02552405745
nep,-0.02554131198
lamp,-0.02557389826
sp,-0.02557726808
mark,-0.02559754024
alade,-0.02560127713
ib,-0.02562484267
euken,-0.02565385173
signalen,-0.02565408871
vergift,-0.02568394318
e,-0.02569934332
lege,-0.02570407744
ves,-0.02570553124
uim,-0.0257365664
uitkomen,-0.02575096115
iggo,-0.02576410995
ã³,-0.02578029595
heeft,-0.02579891178
aanvoer,-0.02580084547
ieuw,-0.02588362247
voetb,-0.02589871362
recensie,-0.02593314089
overleden,-0.02593542393
interessanter,-0.02598084696
jeug,-0.02600044385
programm,-0.02601782978
huren,-0.02609968628
irt,-0.02614735769
87,-0.02615162719
kamer,-0.02617324319
verbonden,-0.02621462662
gezonder,-0.02621669509
bellen,-0.02625419247
oven,-0.02631401967
wer,-0.02635486936
cruise,-0.02637027204
38,-0.02645728543
iden,-0.02651223913
telefoontjes,-0.02653204836
ist,-0.02656225521
mon,-0.02656234254
vertraagd,-0.02659343556
blauwe,-0.02664621454
ingevoerd,-0.02664802223
geopereerd,-0.0266646985
oud,-0.02666558627
follow,-0.02668964677
handen,-0.02671960089
voeten,-0.02673088014
lokaal,-0.02677645453
69,-0.02683414868
scheid,-0.02683828212
asbest,-0.02684748918
ool,-0.02687082093
structuur,-0.02687357925
ged,-0.02689886559
18,-0.02696207902
lieke,-0.02696594805
itz,-0.02696820907
gave,-0.02703262493
gi,-0.0270566477
°,-0.02712461576
entje,-0.02713408135
irritatie,-0.02718221955
oth,-0.02721366845
morgens,-0.02723308839
ix,-0.0272707173
beer,-0.02733540721
broekje,-0.02735460363
eeuw,-0.02742071368
strips,-0.02747424133
hoofden,-0.02750535713
passende,-0.02750946581
eleven,-0.02758312647
par,-0.02762087557
onderdeel,-0.02763494973
erv,-0.02766646348
ocks,-0.02767466009
vermindert,-0.02768361941
tablet,-0.02771955729
uwe,-0.0277636861
hoop,-0.0278007185
haren,-0.02782736812
dt,-0.02786166454
academ,-0.02788653038
ild,-0.02793927956
uitdagingen,-0.02794223651
9000,-0.02795664966
ografie,-0.02798459679
krim,-0.02800769775
tram,-0.02801527581
ood,-0.0280551699
superleuk,-0.02812553756
merc,-0.02814462967
ava,-0.02822734602
tomtom,-0.0282487236
eloos,-0.02830539457
access,-0.028305877
iering,-0.0284009371
meester,-0.02840489708
vijf,-0.02842927897
uitzondering,-0.02843664587
winkels,-0.02843695025
iel,-0.02846541162
lu,-0.0284792477
ler,-0.0284897162
retour,-0.02849068679
maaien,-0.02849723212
house,-0.02855457366
gekleed,-0.02856557816
uitvaart,-0.02863965929
strafschop,-0.02866987023
leer,-0.02868049778
luister,-0.02872478776
overschot,-0.02874193899
grijze,-0.02882517857
lust,-0.02885313022
vezel,-0.0288995076
zonnig,-0.02893573046
persoonlijk,-0.02898764622
tit,-0.02905422356
veel,-0.0291166244
nr,-0.02913560594
mind,-0.02913932502
fer,-0.02914511944
toepasselijk,-0.0291512236
meest,-0.02915466982
functioneren,-0.02918754332
gebakken,-0.02919473313
duitse,-0.02920770283
sche,-0.02922610079
medewerker,-0.02923076181
vlaams,-0.02923351961
hoogleraar,-0.02924869955
heidsgraad,-0.02925111726
oun,-0.02925125882
cuba,-0.02930273674
ocht,-0.02931407094
db,-0.02932752162
comm,-0.02932914905
oul,-0.0293554964
ju,-0.02942089025
olf,-0.02945599018
prof,-0.02947338131
mat,-0.02947780492
john,-0.0294906182
reageren,-0.02951944619
u,-0.02952928309
wh,-0.0295701814
editie,-0.02958123665
d,-0.029612394
âĥ¬,-0.0296362521
elleboog,-0.02968649566
aily,-0.02969200622
grieks,-0.02970152907
uplo,-0.02981874347
overigens,-0.0298462051
uitbreidingen,-0.02994689718
amerikaanse,-0.02995198965
66,-0.02996035446
ziekenhuis,-0.02996471396
cel,-0.02997749702
amper,-0.02999561621
macbook,-0.03002603911
definitieve,-0.03004600434
borstel,-0.03004764474
mijn,-0.0300634224
tt,-0.03007214037
ors,-0.0300996347
es,-0.03011801575
duizenden,-0.03012344156
verbanden,-0.03012497909
cr,-0.03021348853
oem,-0.03021391109
raagde,-0.03032724746
48,-0.03033416648
blr,-0.03036279604
douche,-0.03036491573
nemens,-0.03036880447
hold,-0.03038118035
rande,-0.03039841354
squ,-0.03040103242
hersen,-0.03041448258
aliseerd,-0.03041972779
vi,-0.03055489401
handtas,-0.03063277714
laptop,-0.03063393345
nemers,-0.0307232393
sus,-0.03079936281
donder,-0.03080475051
nasium,-0.03081613034
muts,-0.03081839811
hadden,-0.03085679598
beã¯nvloed,-0.03086441942
infarct,-0.03087965772
jullie,-0.03088485076
mars,-0.03090503131
tu,-0.03090565408
gratis,-0.03091728439
sharon,-0.03092942946
huizen,-0.03098385302
kantoor,-0.03099160228
kampen,-0.03099237941
arde,-0.03099638507
ens,-0.03102240106
rod,-0.0310232162
arin,-0.03103525192
schreeuwen,-0.03106089794
riaan,-0.0310992649
vlot,-0.03112356178
chocola,-0.03114402527
sterren,-0.03115041927
nota,-0.03117025271
ffe,-0.0312375864
solliciteren,-0.03128786013
ietje,-0.03131179372
roy,-0.03133335616
sokken,-0.03133773804
agina,-0.03138343245
jurk,-0.03147569485
ouwen,-0.03148596734
perron,-0.03153954373
oss,-0.03154930947
voeding,-0.03157590602
schoot,-0.03162228751
code,-0.03163277544
ske,-0.03164817144
aanzetten,-0.03174185753
90,-0.03175320241
weekenden,-0.03182953224
onderwijs,-0.03183306972
kaartjes,-0.03185806618
verkeerde,-0.0318786581
her,-0.03187891639
slecht,-0.03191151862
gewonnen,-0.03194932385
ourn,-0.03198241815
mel,-0.03198803775
slijn,-0.03207850689
actuele,-0.03210340068
raagt,-0.03210413642
ase,-0.03213157208
in,-0.03213230633
speeltoestellen,-0.03217785433
handels,-0.03219684889
alcohol,-0.03221995756
mechelen,-0.03223154903
spraak,-0.03224188089
us,-0.03224962818
leraren,-0.03225767061
kap,-0.03227534463
vind,-0.03232254649
hooi,-0.03235096484
afloopt,-0.03235763777
bereikbaar,-0.03238931566
post,-0.03239476903
o,-0.03244157667
akel,-0.0324680768
posten,-0.03250399232
energ,-0.0325948298
vaart,-0.03259627806
herinneringen,-0.03260137804
ontslaan,-0.03262194619
koers,-0.03267291832
okt,-0.03269140944
-,-0.03271739212
app,-0.03271917309
doden,-0.03275935352
roept,-0.03282212466
ied,-0.03283616337
mg,-0.03286644677
aans,-0.03296419233
eenzijdig,-0.03301211447
skat,-0.03301497269
ruimtes,-0.03308175266
beker,-0.03313765302
sk,-0.03314580771
</s>,-0.03315746572
particuliere,-0.03318751231
jouw,-0.0331939181
rc,-0.03321318207
raam,-0.03321953118
zelfstandige,-0.03326626122
dansers,-0.03330313042
ermee,-0.03331988057
ower,-0.03335292265
vond,-0.0333872353
ng,-0.03345932715
stream,-0.03346954659
benzine,-0.03349935333
pers,-0.03359728559
grond,-0.0336004775
schuw,-0.03360937536
sh,-0.03361132398
reten,-0.03361900778
cul,-0.03373716195
ger,-0.03374855042
landschap,-0.03378160205
linda,-0.0338425301
muizen,-0.0338595286
commissie,-0.03397816187
afsluit,-0.03401174024
werf,-0.03407787345
bond,-0.03408784412
toekomst,-0.03409270969
balk,-0.03412049264
vl,-0.03412679168
iest,-0.03423058316
whatsapp,-0.03429461643
bit,-0.03438189845
ho,-0.03438418345
kans,-0.03440113839
sens,-0.03443616256
review,-0.03443692811
etijd,-0.03448890895
slaan,-0.0345320732
zocht,-0.03453669567
ueerd,-0.03458061644
asis,-0.03459484503
aps,-0.03461006726
82,-0.0346174665
oy,-0.03463171756
scooter,-0.03465342254
inny,-0.03466353053
sterf,-0.03466817737
peer,-0.03469590098
wijz,-0.03472676128
ivo,-0.03473033694
ps,-0.03475514646
atie,-0.03477348343
ijden,-0.03478897937
schijndel,-0.03480806202
elder,-0.03483661722
bestrijding,-0.03484366462
yt,-0.03487012547
laatst,-0.03489466495
tijdperk,-0.03494186327
allige,-0.03494713828
iks,-0.03499333351
fab,-0.03501967556
face,-0.03503802512
helder,-0.03505344441
6,-0.03506317468
discussie,-0.03509563168
boot,-0.03509686887
doelpunt,-0.03516241503
poosje,-0.0351806432
gs,-0.03520392249
race,-0.03521203766
sander,-0.03522395715
yf,-0.03526936471
max,-0.03529633912
iool,-0.03530027888
thuis,-0.03533540863
opvolgen,-0.03536248952
ulture,-0.03536821902
ip,-0.03538172844
dor,-0.03541289084
ajax,-0.03544152856
eten,-0.03545534648
bijgewerkt,-0.03546722233
plaat,-0.03549750739
cot,-0.03555543534
industrieel,-0.03557290758
moet,-0.03560646472
alist,-0.0356068071
food,-0.03561444501
m,-0.03561497161
eth,-0.03563749176
ans,-0.03564974728
koppel,-0.03581191972
opgeleid,-0.03582442924
rok,-0.03583348892
hoofdkwartier,-0.03589818627
ross,-0.03591415429
ut,-0.03603316817
aafd,-0.03607191145
okken,-0.03608526089
wederzijds,-0.03613750637
genoten,-0.03614453753
gouden,-0.03616500863
eut,-0.03622116521
schaap,-0.03622608259
elly,-0.03625262748
bik,-0.03637363762
mt,-0.03642218829
ente,-0.03642857467
tuin,-0.03643791203
blijft,-0.03645389357
kon,-0.03645962183
gra,-0.03646652382
stukjes,-0.03647243232
opp,-0.03649794787
oers,-0.03650058806
eda,-0.03655912727
break,-0.03659404209
80,-0.03661130172
meeste,-0.03663574622
it,-0.03664138082
beats,-0.03666847944
graf,-0.03672415041
ientje,-0.03673020937
mal,-0.03674015529
nut,-0.03679487482
oefenen,-0.03679696595
dijk,-0.0368017325
hij,-0.03680511632
schiet,-0.0368186465
".,",-0.03686235845
boeiend,-0.03687970014
if,-0.03690681606
trop,-0.03693010658
omm,-0.03695159256
aanpakken,-0.03697345237
weg,-0.03698834186
wi,-0.03699788372
achten,-0.03701476843
asy,-0.03709113598
twente,-0.03709773626
korting,-0.0371008671
gesprekken,-0.0371054823
werp,-0.03714345559
erland,-0.0371707057
passend,-0.03717109188
pv,-0.03718968594
mis,-0.0372070578
nieuwjaars,-0.03722616774
ic,-0.03728519755
malen,-0.03728854284
ompetitie,-0.03733289242
box,-0.0373554813
panoram,-0.03742248937
witch,-0.03745947726
voetballer,-0.03748489171
verdrag,-0.03749606758
habit,-0.03751466796
ft,-0.03752686332
ree,-0.03753029704
umm,-0.03756611546
tijdschriften,-0.03757344559
sneu,-0.03757399817
spec,-0.03757809964
ort,-0.03762143871
materialen,-0.03762737314
ieren,-0.03768226068
maur,-0.03773199196
gevoelens,-0.03779893368
gat,-0.03782117931
ule,-0.03782681624
friday,-0.03784134984
pel,-0.0378428109
rd,-0.03786598336
ik,-0.03790146082
bewoners,-0.03793168627
leving,-0.0379588604
gew,-0.03796607388
ile,-0.03805092942
was,-0.03805101791
binding,-0.03807377443
ilt,-0.03808410466
antwoord,-0.03808839411
raten,-0.03812365234
werkdag,-0.03814510777
nobel,-0.03815506771
alm,-0.03817973034
avond,-0.03826248989
anno,-0.03827313054
ites,-0.03828554771
toegang,-0.03829627577
gewone,-0.03830396136
tijdstip,-0.03832528554
zã©ã©r,-0.03832826763
blokkeert,-0.03840243071
havo,-0.03844355792
vent,-0.03845372606
airco,-0.0384841729
gij,-0.03854756737
oging,-0.03855316713
non,-0.03856348433
sindsdien,-0.03858361766
rog,-0.03861995414
brief,-0.0386240948
kooi,-0.03863636404
model,-0.03865579299
alzheimer,-0.03891205043
grijns,-0.03895474225
inck,-0.03896874862
secret,-0.03900469095
spr,-0.03904382438
minder,-0.03907106967
